,url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box office_min,box_office_max,box_office_avg,box_office_error,external_links,error,box_office_min
21634,"https://en.wikipedia.org/wiki/Lock,_Stock_and_Two_Smoking_Barrels",100,"£800,000
($1.40 million)",GBP,800000.0,800000.0,800000.0,,$28.1 million,USD,28100000.0,28100000.0,28100000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0120735/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=lockstockandtwosmokingbarrels.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/lock_stock_and_two_smoking_barrels', 'Metacritic': 'https://www.metacritic.com/movie/lock-stock-and-two-smoking-barrels', 'YouTube': 'https://www.youtube.com/watch?v=hGkSs1KDOYI'}",,
14443,https://en.wikipedia.org/wiki/L%C3%A9on:_The_Professional,101,$16 million[4],USD,16000000.0,16000000.0,16000000.0,,$45.3 million[5][6],USD,45300000.0,45300000.0,45300000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0110413/', 'AllMovie': 'https://www.allmovie.com/movie/v4346714914', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/87261/enwp', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=professional.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/leon_the_professional', 'Metacritic': 'https://www.metacritic.com/movie/the-professional'}",,
7521,https://en.wikipedia.org/wiki/Open_Hearts,102,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0315543/', 'Danish Film Database': 'https://www.dfi.dk/en/viden-om-film/filmdatabasen/film/elsker-dig-evigt', 'Open Hearts': 'https://www.danskefilm.dk/film.php?id=1060'}",,
6261,https://en.wikipedia.org/wiki/Taxi_Driver,103,$1.9 million[3][4],USD,1900000.0,1900000.0,1900000.0,,$28.6 million[5],USD,28600000.0,28600000.0,28600000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0075314/', 'AllMovie': 'https://www.allmovie.com/movie/v48731', 'Metacritic': 'https://www.metacritic.com/movie/taxi-driver', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=taxidriver.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/taxi_driver', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/16448/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/67969'}",,
4062,https://en.wikipedia.org/wiki/Run_Lola_Run,104,$1.75 million[2],USD,1750000.0,1750000.0,1750000.0,,$23.7 million[2],USD,23700000.0,23700000.0,23700000.0,,"{'Official website': 'https://web.archive.org/web/20120817103510/http://www.miramax.com/movie/run-lola-run', 'Lola rennt': 'http://www.lola-rennt.de', 'IMDb': 'https://www.imdb.com/title/tt0130827/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/run_lola_run', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=runlolarun.htm', 'Metacritic': 'https://www.metacritic.com/movie/run-lola-run', 'AllMovie': 'https://www.allmovie.com/movie/v173489', 'List of locations used in the film': 'https://web.archive.org/web/20040203204418/http://www.movie-locations.com/movies/l/lola.html', 'Neue Wege des Lernens e. V.': 'https://run-lola-run.nwdl.eu'}",,
26457,https://en.wikipedia.org/wiki/Back_to_the_Future,105,$19 million,USD,19000000.0,19000000.0,19000000.0,,$388.8 million,USD,388800000.0,388800000.0,388800000.0,,"{'': 'https://www.backtothefuture.com/movies/backtothefuture1', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/55763', 'IMDb': 'https://www.imdb.com/title/tt0088763/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/16306/enwp', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=backtothefuture.htm'}",,
17907,https://en.wikipedia.org/wiki/Predator_(film),106,$15–18 million[3][4],USD,15.0,18000000.0,9000007.5,,$98.3 million[3][4],USD,98300000.0,98300000.0,98300000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0093773/', 'AllMovie': 'https://www.allmovie.com/movie/v39013'}",,
13980,https://en.wikipedia.org/wiki/Snatch_(film),107,$10 million[3],USD,10000000.0,10000000.0,10000000.0,,$83.6 million[4],USD,83600000.0,83600000.0,83600000.0,,"{'Official website': 'https://web.archive.org/web/20010413163241/http://www.spe.sony.com/movies/snatch/', 'IMDb': 'https://www.imdb.com/title/tt0208092/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=snatch.htm', 'AllMovie': 'https://www.allmovie.com/movie/v220951', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/341975/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/61843', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/snatch'}",,
14160,https://en.wikipedia.org/wiki/Three_Colours:_Blue,108,,,,,,,$1.3 million[1] (United States),USD,1300000.0,1300000.0,1300000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0108394/', 'AllMovie': 'https://www.allmovie.com/movie/v131104', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=blue.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/381422018', 'Colin MacCabe': 'http://www.criterion.com/current/posts/2067-three-colors-a-hymn-to-european-cinema', 'Criterion Collection': 'http://www.criterion.com/current/posts/2066-blue-i-bare-necessities'}",,
14486,https://en.wikipedia.org/wiki/Three_Colours:_White,109,,,,,,,$1.4 million,USD,1400000.0,1400000.0,1400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0111507/', 'AllMovie': 'https://www.allmovie.com/movie/v131195', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=white.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/white', 'Colin MacCabe': 'http://www.criterion.com/current/posts/2067-three-colors-a-hymn-to-european-cinema', 'Stuart Klawans': 'http://www.criterion.com/current/posts/2065-white-the-nonpolitical-reunifications-of-karol-karol', 'Discover Polish Cinema with Dave – White': 'http://culture.pl/en/article/discover-polish-cinema-with-dave-white'}",,
24033,https://en.wikipedia.org/wiki/Three_Colours:_Red,110,,,,,,,$4 million[1],USD,4000000.0,4000000.0,4000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0111495/', 'AllMovie': 'https://www.allmovie.com/movie/v134234', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/87822/enwp', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=red.htm', 'Colin MacCabe': 'http://www.criterion.com/current/posts/2067-three-colors-a-hymn-to-european-cinema', 'Criterion Collection': 'http://www.criterion.com/current/posts/2064-red-i-a-fraternity-of-strangers', 'Online Exhibition: On Location - Revisiting Trois Couleurs: Rouge': 'http://www.romangerodimos.com/on-location/revisiting-trois-couleurs-rouge/'}",,
6026,https://en.wikipedia.org/wiki/Scarface_(1983_film),111,$23.5–37 million[2][3][4],USD,23.5,37000000.0,18500011.75,,$66 million[5],USD,66000000.0,66000000.0,66000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0086250/', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/68337', 'AllMovie': 'https://www.allmovie.com/movie/v4424', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/414137/enwp', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=scarface.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/scarface', 'Metacritic': 'https://www.metacritic.com/movie/scarface'}",,
23017,https://en.wikipedia.org/wiki/Italian_for_Beginners,112,"$600,000[1]",USD,600000.0,600000.0,600000.0,,$16.4 million[2],USD,16399999.999999998,16399999.999999998,16399999.999999998,,"{'IMDb': 'https://www.imdb.com/title/tt0243862/', 'Danish Film Database': 'https://www.dfi.dk/en/viden-om-film/filmdatabasen/film/30937', 'New York Times': 'http://movies2.nytimes.com/mem/movies/review.html?res=9C06E4DD123DF931A35753C1A9679C8B63'}",,
20183,"https://en.wikipedia.org/wiki/Spring,_Summer,_Fall,_Winter..._and_Spring",113,,,,,,,$9.53 million[1],USD,9530000.0,9530000.0,9530000.0,,"{'Official website': 'http://www.sonyclassics.com/spring/', 'IMDb': 'https://www.imdb.com/title/tt0374546/', 'AllMovie': 'https://www.allmovie.com/movie/v292918', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=springsummerfallwinterandspring.htm', 'HanCinema': 'http://www.hancinema.net/korean_movie_Spring_v__Summer_v__Fall_v__Winter_p__p__p__And_Spring.php', 'Review ofSpring, Summer, Fall, Winter... and Springat The New York Times': 'https://query.nytimes.com/gst/fullpage.html?res=9E01E6DA1639F932A05750C0A9629C8B63', 'Review': 'http://koreanfilm.org/kfilm03.html#springsum'}",,
18726,https://en.wikipedia.org/wiki/Pretty_Woman,114,$14 million,USD,14000000.0,14000000.0,14000000.0,,$463.4 million,USD,463400000.0,463400000.0,463400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0100405/', 'AllMovie': 'https://www.allmovie.com/movie/v39093', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/19475/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/55709', 'Disney A to Z': 'https://d23.com/disney-a-to-z/pretty-woman-film', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=prettywoman.htm'}",,
13955,https://en.wikipedia.org/wiki/The_Big_Lebowski,115,$15 million,USD,15000000.0,15000000.0,15000000.0,,$47.4 million[4],USD,47400000.0,47400000.0,47400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0118715/', 'AllMovie': 'https://www.allmovie.com/movie/v158880', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/442771/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/60644'}",,
21597,https://en.wikipedia.org/wiki/Match_Point,116,$15 million,USD,15000000.0,15000000.0,15000000.0,,$85.3 million[4],USD,85300000.0,85300000.0,85300000.0,,{},,
34461,https://en.wikipedia.org/wiki/The_Untouchables_(film),117,$25 million[1],USD,25000000.0,25000000.0,25000000.0,,$106.2 million[2],USD,106200000.0,106200000.0,106200000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0094226/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/94537/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v51947', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=untouchables.htm', ""The Untouchables (Special Collector's Edition)Blu-ray Disc Review"": 'http://www.hd-report.com/2007/07/08/blu-ray-disc-review-the-untouchables-special-collectors-edition/', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/57873'}",,
21374,https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory_(film),118,$150 million[4],USD,150000000.0,150000000.0,150000000.0,,$475.8 million[5][6],USD,475800000.0,475800000.0,475800000.0,,{},,
37201,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,120,$93 million[3],USD,93000000.0,93000000.0,93000000.0,,$887.4 million[4],USD,887400000.0,887400000.0,887400000.0,,{},,
1790,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Two_Towers,121,$94 million[3],USD,94000000.0,94000000.0,94000000.0,,$951.6 million[3],USD,951600000.0,951600000.0,951600000.0,,{},,
32000,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,122,$94 million[4],USD,94000000.0,94000000.0,94000000.0,,$1.151 billion[4],USD,1151000000.0,1151000000.0,1151000000.0,,{},,
39326,https://en.wikipedia.org/wiki/No_End_(film),124,,,,,,,,,,,,,{},Failed to fetch content,
25199,https://en.wikipedia.org/wiki/Blind_Chance,127,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0084549/', 'AllMovie': 'https://www.allmovie.com/movie/v331861626', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/69019/enwp', 'Blind Chance - Krzysztof Kieślowski': 'http://culture.pl/en/work/blind-chance-krzysztof-kieslowski', 'Criterion Collection': 'https://www.criterion.com/current/posts/3706-blind-chance-the-conditional-mood'}",,
35422,"https://en.wikipedia.org/wiki/O_Brother,_Where_Art_Thou%3F",134,$26 million[10],USD,26000000.0,26000000.0,26000000.0,,$71.9 million[8],USD,71900000.0,71900000.0,71900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0190590/', 'AllMovie': 'https://www.allmovie.com/movie/v201791', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=obrotherwhereartthou.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/o_brother_where_art_thou', 'the original': 'https://web.archive.org/web/20110605103540/http://xroads.virginia.edu/~MA05/cline/obrother/free6/obrother1.htm'}",,
19440,https://en.wikipedia.org/wiki/Groundhog_Day_(film),137,$14.6–30 million,USD,14.6,30000000.0,15000007.3,,$105 million,USD,105000000.0,105000000.0,105000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0107048/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/21023/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v20982', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/59539'}",,
23947,https://en.wikipedia.org/wiki/Mifune_(film),139,,,,,,,"351,000 admissions (Denmark)[1]",,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0164756/', 'Danish Film Database': 'https://www.dfi.dk/en/viden-om-film/filmdatabasen/film/25457', 'Mifune': 'https://www.danskefilm.dk/film.php?id=683'}",,
15986,https://en.wikipedia.org/wiki/Bad_Education_(2004_film),140,$5 million[2],USD,5000000.0,5000000.0,5000000.0,,$40.4 million[3],USD,40400000.0,40400000.0,40400000.0,,"{'Official website': 'http://www.sonyclassics.com/badeducation/', 'IMDb': 'https://www.imdb.com/title/tt0275491/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=badeducation.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/bad_education', 'Metacritic': 'https://www.metacritic.com/movie/bad-education'}",,
21100,https://en.wikipedia.org/wiki/Donnie_Darko,141,$4.5 million[2],USD,4500000.0,4500000.0,4500000.0,,$7.5 million[3],USD,7500000.0,7500000.0,7500000.0,,"{'': 'http://archive.hi-res.net/donniedarko/', 'IMDb': 'https://www.imdb.com/title/tt0246578/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/donnie_darko', 'Metacritic': 'https://www.metacritic.com/movie/donnie-darko', 'AllMovie': 'https://www.allmovie.com/movie/v237115', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=donniedarko.htm'}",,
24778,https://en.wikipedia.org/wiki/Brokeback_Mountain,142,$14 million[2],USD,14000000.0,14000000.0,14000000.0,,$178 million[2],USD,178000000.0,178000000.0,178000000.0,,"{'AllMovie': 'https://www.allmovie.com/movie/v301840', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=brokebackmountain.htm', 'IMDb': 'https://www.imdb.com/title/tt0388795/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/547022/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/54466'}",,
26277,https://en.wikipedia.org/wiki/Wings_of_Desire,144,5 million DM[3],DEM,,,,,USD$3.2 million[4],USD,3200000.0,3200000.0,3200000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0093191/', 'AllMovie': 'https://www.allmovie.com/movie/v54797', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/wings_of_desire', 'Michael Atkinson': 'https://www.criterion.com/current/posts/1288-wings-of-desire-watch-the-skies'}",,
4394,https://en.wikipedia.org/wiki/Breaking_the_Waves,145,$7.5 million[5],USD,7500000.0,7500000.0,7500000.0,,$23 million[6],USD,23000000.0,23000000.0,23000000.0,,"{'AllMovie': 'https://www.allmovie.com/movie/v136347', 'Danish Film Database': 'https://www.dfi.dk/en/viden-om-film/filmdatabasen/film/14214', 'IMDb': 'https://www.imdb.com/title/tt0115751/', 'Metacritic': 'https://www.metacritic.com/movie/breaking-the-waves', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=breakingthewaves.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/breaking_the_waves', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/442820/enwp', 'David Sterritt': 'https://www.criterion.com/current/posts/3130-breaking-the-waves-breaking-the-rules'}",,
24308,"https://en.wikipedia.org/wiki/Crouching_Tiger,_Hidden_Dragon",146,US$17 million[3],USD,17000000.0,17000000.0,17000000.0,,US$214 million[3],USD,214000000.0,214000000.0,214000000.0,,"{'Official website': 'https://www.sonypictures.com/movies/crouchingtigerhiddendragon/', 'IMDb': 'https://www.imdb.com/title/tt0190332/', 'AllMovie': 'https://www.allmovie.com/movie/v1307537', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/442944/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/61115', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=crouchingtigerhiddendragon.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/crouching_tiger_hidden_dragon', 'Metacritic': 'https://www.metacritic.com/movie/crouching-tiger-hidden-dragon'}",,
42874,https://en.wikipedia.org/wiki/The_Secret_Life_of_Words,148,,,,,,,,,,,,,{},Failed to fetch content,
16006,https://en.wikipedia.org/wiki/48_Hrs.,150,$12 million[1],USD,12000000.0,12000000.0,12000000.0,,$78.9 million[2],USD,78900000.0,78900000.0,78900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0083511/', 'AllMovie': 'https://www.allmovie.com/movie/v266', 'Part 2': 'https://web.archive.org/web/20080517144440/http://moviecitynews.com/columnists/48hrdiaries/080516_48hrs_1.html'}",,
36939,https://en.wikipedia.org/wiki/Star_Trek:_The_Motion_Picture,152,$44 million[3],USD,44000000.0,44000000.0,44000000.0,,$139 million[4],USD,139000000.0,139000000.0,139000000.0,,"{'Official website': 'http://www.startrek.com/database_article/star-trek-the-motion-picture', 'IMDb': 'https://www.imdb.com/title/tt0079945/', 'AllMovie': 'https://www.allmovie.com/movie/v46515', 'Memory Alpha': 'https://memory-alpha.fandom.com/wiki/Star_Trek:_The_Motion_Picture', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/53863'}",,
34570,https://en.wikipedia.org/wiki/Lost_in_Translation_(film),153,$4 million,USD,4000000.0,4000000.0,4000000.0,,$118.7 million,USD,118700000.0,118700000.0,118700000.0,,"{'Official website': 'https://www.focusfeatures.com/lost_in_translation', 'IMDb': 'https://www.imdb.com/title/tt0335266/', 'AllMovie': 'https://www.allmovie.com/movie/v283628', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/lost_in_translation/reviews'}",,
24719,https://en.wikipedia.org/wiki/Star_Trek_II:_The_Wrath_of_Khan,154,$12 million[2][3],USD,12000000.0,12000000.0,12000000.0,,$97 million[4],USD,97000000.0,97000000.0,97000000.0,,"{'': 'https://www.startrek.com/en-un/movies/star-trek-ii-the-wrath-of-khan', 'IMDb': 'https://www.imdb.com/title/tt0084726/', 'AllMovie': 'https://www.allmovie.com/movie/v46527', 'Memory Alpha': 'https://memory-alpha.fandom.com/wiki/Star_Trek_II:_The_Wrath_of_Khan'}",,
371,https://en.wikipedia.org/wiki/The_Dark_Knight,155,$185 million,USD,185000000.0,185000000.0,185000000.0,,$1.006 billion[c],USD,1006000000.0,1006000000.0,1006000000.0,,"{'Official website': 'https://www.dccomics.com/movies/the-dark-knight-2008', 'IMDb': 'https://www.imdb.com/title/tt0468569/', 'Internet Speculative Fiction Database': 'https://www.isfdb.org/cgi-bin/title.cgi?1275896', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/661470/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v357349'}",,
38182,https://en.wikipedia.org/wiki/Wilbur_Wants_to_Kill_Himself,156,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0329767/'},,
